DISTRITO,AÑO,MES,DÍA,PRECIPITACIÓN,T MAX,T MINIMA
VIQUES,2014,4,17,2.4,20.9,3.5
VIQUES,2014,4,18,0,21.9,5.1
VIQUES,2014,4,19,1.5,19.5,4.8
VIQUES,2014,4,20,2.2,22.4,5.8
VIQUES,2014,4,21,0,21.3,5.3
VIQUES,2014,4,22,0,22.1,4.5
VIQUES,2014,4,23,1.7,22,6.9
VIQUES,2014,4,24,7.4,18.5,9.1
VIQUES,2014,4,25,4.6,22.2,7.8
VIQUES,2014,4,26,2.4,21.6,8.4
VIQUES,2014,4,27,0,22.6,7.3
VIQUES,2014,4,28,0,21.7,2.7
VIQUES,2014,4,29,6.5,18.1,5.4
VIQUES,2014,4,30,0,21.5,8.3
VIQUES,2014,5,1,0,22.1,3.5
VIQUES,2014,5,2,0,22.6,6.9
VIQUES,2014,5,3,0,20.5,4.6
VIQUES,2014,5,4,8.7,21.3,7.3
VIQUES,2014,5,5,0,21,8.4
VIQUES,2014,5,6,0,20.4,5.9
VIQUES,2014,5,7,0,21.4,5.7
VIQUES,2014,5,8,0,21,8.1
VIQUES,2014,5,9,0,21.6,8
VIQUES,2014,5,10,8.2,22,7.9
VIQUES,2014,5,11,0,20.8,8.1
VIQUES,2014,5,12,0,21,7.5
VIQUES,2014,5,13,1.3,21.3,6.9
VIQUES,2014,5,14,0,20.7,6
VIQUES,2014,5,15,4.7,22.1,8
VIQUES,2014,5,16,0,22.2,6.9
VIQUES,2014,5,17,7,21.7,2.6
VIQUES,2014,5,18,1.4,20.4,7.4
VIQUES,2014,5,19,0,20.6,7.1
VIQUES,2014,5,20,0,20.2,7.3
VIQUES,2014,5,21,0,19.7,7.6
VIQUES,2014,5,22,0,21.9,4
VIQUES,2014,5,23,0,21.5,2
VIQUES,2014,5,24,0,20.7,0.3
VIQUES,2014,5,25,0,21.9,1.4
VIQUES,2014,5,26,0,21.7,1.8
VIQUES,2014,5,27,0,22.3,0.7
VIQUES,2014,5,28,0,22.2,0.2
VIQUES,2014,5,29,0,22.6,0.1
VIQUES,2014,5,30,0,23.1,0.3
VIQUES,2014,5,31,0,22.7,0.5
EL TAMBO,2010,1,1,0,20.4,5.8
EL TAMBO,2010,1,2,1.6,18.8,7.2
EL TAMBO,2010,1,3,10,22.8,6.4
EL TAMBO,2010,1,4,3.2,16.4,8
EL TAMBO,2010,1,5,4.8,15.2,8
EL TAMBO,2010,1,6,1.4,16.4,6.6
EL TAMBO,2010,1,7,0,20.2,5.8
EL TAMBO,2010,1,8,7.5,22.8,10.4
EL TAMBO,2010,1,9,5.1,20.8,6.2
EL TAMBO,2010,1,10,7.2,15.8,8.4
EL TAMBO,2010,1,11,1.9,19.6,9
EL TAMBO,2010,1,12,0,19.4,8.8
EL TAMBO,2010,1,13,0,18,8.8
EL TAMBO,2010,1,14,7,20.5,8.4
EL TAMBO,2010,1,15,9,20.4,9.2
EL TAMBO,2010,1,16,22,19.4,7
EL TAMBO,2010,1,17,0,21,5.8
EL TAMBO,2010,1,18,8.6,20,6.2
EL TAMBO,2010,1,19,0.9,19.6,7.2
EL TAMBO,2010,1,20,4.5,21.6,6.4
EL TAMBO,2010,1,21,0.6,20.6,8.8
EL TAMBO,2010,1,22,7.7,15.4,8.6
EL TAMBO,2010,1,23,1.9,18,7.4
EL TAMBO,2010,1,24,7,17.6,8
EL TAMBO,2010,1,25,15,18.4,7.6
EL TAMBO,2010,1,26,2.4,20.8,6.2
EL TAMBO,2010,1,27,10.1,22.2,7
EL TAMBO,2010,1,28,0,19.2,5.8
EL TAMBO,2010,1,29,0,23.2,4
EL TAMBO,2010,1,30,3.5,18,5.2
EL TAMBO,2010,1,31,0,20,5
EL TAMBO,2010,2,1,0,23.4,4.2
EL TAMBO,2010,2,2,0,22.4,7.8
EL TAMBO,2010,2,3,4.4,22,7
EL TAMBO,2010,2,4,4.5,23,7.2
EL TAMBO,2010,2,5,19.7,19.8,9.8
EL TAMBO,2010,2,6,5,17.8,8.4
EL TAMBO,2010,2,7,0,19.8,8.2
EL TAMBO,2010,2,8,0,23.4,7.8
EL TAMBO,2010,2,9,0,21.6,6.2
EL TAMBO,2010,2,10,0,22,7.6
EL TAMBO,2010,2,11,0,23,3.4
EL TAMBO,2010,2,12,0,15.6,8
EL TAMBO,2010,2,13,0,20,6.6
EL TAMBO,2010,2,14,10.7,22.1,4.6
EL TAMBO,2010,2,15,8.7,20,4.8
EL TAMBO,2010,2,16,36.4,19.2,8.8
EL TAMBO,2010,2,17,4,18.6,8.2
EL TAMBO,2010,2,18,3.3,18.8,7.8
EL TAMBO,2010,2,19,1.2,21.7,8
EL TAMBO,2010,2,20,0,19.4,6.8
EL TAMBO,2010,2,21,18.5,21.9,7.4
EL TAMBO,2010,2,22,4.6,21.6,7.8
EL TAMBO,2010,2,23,4.6,19,8.4
EL TAMBO,2010,2,24,6.9,15.4,7.6
EL TAMBO,2010,2,25,12.6,18.4,8
EL TAMBO,2010,2,26,0.7,19.2,7.6
EL TAMBO,2010,2,27,3.8,19.2,9.4
EL TAMBO,2010,2,28,1.4,20.8,7.8
EL TAMBO,2010,3,1,2,18,7
EL TAMBO,2010,3,2,0.3,18.2,7.4
EL TAMBO,2010,3,3,1.7,19.2,9.8
EL TAMBO,2010,3,4,1.3,16.8,9.4
EL TAMBO,2010,3,5,0.8,19.6,8.7
EL TAMBO,2010,3,6,0.8,19.8,8.4
EL TAMBO,2010,3,7,1.1,18.4,9.2
EL TAMBO,2010,3,8,0,20.1,6.2
EL TAMBO,2010,3,9,0,20.8,5.2
EL TAMBO,2010,3,10,0,21.8,4.6
EL TAMBO,2010,3,11,0,22,5.4
EL TAMBO,2010,3,12,5.3,21.9,5
EL TAMBO,2010,3,13,7,22.2,9
EL TAMBO,2010,3,14,0,20.2,5.8
EL TAMBO,2010,3,15,1.5,20.2,7
EL TAMBO,2010,3,16,3.2,14.6,5.8
EL TAMBO,2010,3,17,1.2,18.4,5.8
EL TAMBO,2010,3,18,6,19.2,6.4
EL TAMBO,2010,3,19,0.9,17.4,7.6
EL TAMBO,2010,3,20,0,22.6,5.2
EL TAMBO,2010,3,21,2.3,22.8,7
EL TAMBO,2010,3,22,4.6,19.3,7.2
EL TAMBO,2010,3,23,0.3,20.2,4.2
EL TAMBO,2010,3,24,3.6,23,6.6
EL TAMBO,2010,3,25,0,21.8,6.8
EL TAMBO,2010,3,26,0.3,16.6,7.2
EL TAMBO,2010,3,27,0.6,19.8,6.2
EL TAMBO,2010,3,28,9.5,22.4,5.6
EL TAMBO,2010,3,29,0,21.6,8.2
EL TAMBO,2010,3,30,4.8,21,8.6
EL TAMBO,2010,3,31,25,21,7.2
EL TAMBO,2010,4,1,0,20.6,7.6
EL TAMBO,2010,4,2,0,22.2,7.2
EL TAMBO,2010,4,3,0,19.3,8.2
EL TAMBO,2010,4,4,15,20.7,7.6
EL TAMBO,2010,4,5,0,19.2,7.4
EL TAMBO,2010,4,6,2.7,19.2,7.8
EL TAMBO,2010,4,7,3.2,21.3,5
EL TAMBO,2010,4,8,0.7,21.8,6.6
EL TAMBO,2010,4,9,0,21.4,6
EL TAMBO,2010,4,10,1.6,22.8,3.4
EL TAMBO,2010,4,11,0,24.2,5.8
EL TAMBO,2010,4,12,0,23,2
EL TAMBO,2010,4,13,0.2,21,1.2
EL TAMBO,2010,4,14,0,21.2,6.6
EL TAMBO,2010,4,15,0,22.4,5.6
EL TAMBO,2010,4,16,0,20.4,6.2
EL TAMBO,2010,4,17,0,19.2,6
EL TAMBO,2010,4,18,0,19,4
EL TAMBO,2010,4,19,0.6,17.6,6.2
EL TAMBO,2010,4,20,0,22.6,2.6
EL TAMBO,2010,4,21,0,19.6,2.2
EL TAMBO,2010,4,22,0,23,3
EL TAMBO,2010,4,23,0,21.4,2.4
EL TAMBO,2010,4,24,0,22,4.8
EL TAMBO,2010,4,25,0,23.4,3.8
EL TAMBO,2010,4,26,0,21.8,2.4
EL TAMBO,2010,4,27,1,18,3.2
EL TAMBO,2010,4,28,0,22.7,1.6
EL TAMBO,2010,4,29,0,18,3.8
EL TAMBO,2010,4,30,1.9,18.6,6
EL TAMBO,2010,5,1,0.4,17.8,6
EL TAMBO,2010,5,2,0,23,6.2
EL TAMBO,2010,5,3,0,22.9,1.4
EL TAMBO,2010,5,4,0,23,-0.2
EL TAMBO,2010,5,5,0,22.8,2.8
EL TAMBO,2010,5,6,0,23,2.6
EL TAMBO,2010,5,7,0,19.4,0.2
EL TAMBO,2010,5,8,0,21.2,2
EL TAMBO,2010,5,9,0,21,-0.6
EL TAMBO,2010,5,10,0,23.8,0
EL TAMBO,2010,5,11,0,24,-2
EL TAMBO,2010,5,12,0,23.4,-0.8
EL TAMBO,2010,5,13,0,23.1,1.2
EL TAMBO,2010,5,14,0,22.2,-1.2
EL TAMBO,2010,5,15,0,21,2
EL TAMBO,2010,5,16,0,22.2,3.2
EL TAMBO,2010,5,17,0,23,4.4
EL TAMBO,2010,5,18,0,22.4,4.8
EL TAMBO,2010,5,19,0,23.6,6.6
EL TAMBO,2010,5,20,0.3,22.4,4
EL TAMBO,2010,5,21,0,22.4,4.6
EL TAMBO,2010,5,22,0,21.8,2.4
EL TAMBO,2010,5,23,0,22.6,-0.2
EL TAMBO,2010,5,24,0,23.4,-1.6
EL TAMBO,2010,5,25,0,22.2,4
EL TAMBO,2010,5,26,0,18.2,4.6
EL TAMBO,2010,5,27,0,17.2,5
EL TAMBO,2010,5,28,0,20.4,8.2
EL TAMBO,2010,5,29,0,24,2
EL TAMBO,2010,5,30,0,22.7,2.4
EL TAMBO,2010,5,31,0,23.1,1.4
EL TAMBO,2010,6,1,0,22.6,4.7
EL TAMBO,2010,6,2,0,23,0
EL TAMBO,2010,6,3,0,22.2,2.6
EL TAMBO,2010,6,4,1.7,18.8,0.6
EL TAMBO,2010,6,5,0,20,1
EL TAMBO,2010,6,6,0,18,3
EL TAMBO,2010,6,7,0,21,0.2
EL TAMBO,2010,6,8,0,22.4,0
EL TAMBO,2010,6,9,0,19.2,0.2
EL TAMBO,2010,6,10,0,20.2,-1.8
EL TAMBO,2010,6,11,0,20.8,-2
EL TAMBO,2010,6,12,0,21.2,-2
EL TAMBO,2010,6,13,0,22,-1.8
EL TAMBO,2010,6,14,0,22.2,-1.8
EL TAMBO,2010,6,15,0,24.4,0.4
EL TAMBO,2010,6,16,0,23.8,-1.2
EL TAMBO,2010,6,17,0,23.4,-1.4
EL TAMBO,2010,6,18,1.4,23.2,0
EL TAMBO,2010,6,19,0,20.4,1.6
EL TAMBO,2010,6,20,0,21.4,1.8
EL TAMBO,2010,6,21,0,20.4,3.2
EL TAMBO,2010,6,22,0,22.2,-0.2
EL TAMBO,2010,6,23,0,21.8,-1.8
EL TAMBO,2010,6,24,0,20.8,1.4
EL TAMBO,2010,6,25,0,18.6,-0.3
EL TAMBO,2010,6,26,0,20.8,2.4
EL TAMBO,2010,6,27,0,21.8,-0.6
EL TAMBO,2010,6,28,0,19,-0.4
EL TAMBO,2010,6,29,0,20.6,6
EL TAMBO,2010,6,30,0,21.4,7
EL TAMBO,2010,7,1,0,23.6,0.8
EL TAMBO,2010,7,2,0,22.8,-0.6
EL TAMBO,2010,7,3,0,22.2,-1
EL TAMBO,2010,7,4,0,21.8,-2.2
EL TAMBO,2010,7,5,0,22.3,-2.2
EL TAMBO,2010,7,6,0,23.4,-1.8
EL TAMBO,2010,7,7,0,23,-1.4
EL TAMBO,2010,7,8,0,22.8,0
EL TAMBO,2010,7,9,19.2,22,1.4
EL TAMBO,2010,7,10,0.2,22.4,5.4
EL TAMBO,2010,7,11,0,23.2,3.8
EL TAMBO,2010,7,12,0,22.6,-1.6
EL TAMBO,2010,7,13,0,22.2,-4.2
EL TAMBO,2010,7,14,0,22.8,-1.2
EL TAMBO,2010,7,15,0,22.2,-1.2
EL TAMBO,2010,7,16,0,21,-2.2
EL TAMBO,2010,7,17,0,21.8,4.6
EL TAMBO,2010,7,18,0,22.6,-0.2
EL TAMBO,2010,7,19,0,22,-1.2
EL TAMBO,2010,7,20,0,22.8,-1
EL TAMBO,2010,7,21,0,23.6,-1.6
EL TAMBO,2010,7,22,0,22.8,-1.8
EL TAMBO,2010,7,23,0,22.8,-2.4
EL TAMBO,2010,7,24,0,22.2,-0.8
EL TAMBO,2010,7,25,0,23.2,-3.6
EL TAMBO,2010,7,26,0,21.2,-2.6
EL TAMBO,2010,7,27,0,21.2,-1.6
EL TAMBO,2010,7,28,0,20,-1.2
EL TAMBO,2010,7,29,0,22,-2.8
EL TAMBO,2010,7,30,0,24.1,-1.8
EL TAMBO,2010,7,31,0,23,-0.8
EL TAMBO,2010,8,1,0,21.4,0
EL TAMBO,2010,8,2,0,22.2,1.6
EL TAMBO,2010,8,3,0,20.4,3.4
EL TAMBO,2010,8,4,0,22.2,6.8
EL TAMBO,2010,8,5,0,22.4,0.8
EL TAMBO,2010,8,6,0,21,-4
EL TAMBO,2010,8,7,0,22.4,-4.6
EL TAMBO,2010,8,8,0,22.4,-5
EL TAMBO,2010,8,9,0,21.2,-4.4
EL TAMBO,2010,8,10,0,22.6,-3
EL TAMBO,2010,8,11,0,23,-0.8
EL TAMBO,2010,8,12,0,22.8,-0.2
EL TAMBO,2010,8,13,0,19.6,3.2
EL TAMBO,2010,8,14,0,21.8,-1.4
EL TAMBO,2010,8,15,0,22.8,-0.4
EL TAMBO,2010,8,16,0,23.4,-1.2
EL TAMBO,2010,8,17,0,22.9,-2
EL TAMBO,2010,8,18,0,23,-1.6
EL TAMBO,2010,8,19,0,22.6,-3.4
EL TAMBO,2010,8,20,0,19.4,-1.8
EL TAMBO,2010,8,21,0,21.2,2
EL TAMBO,2010,8,22,0,22.2,-0.8
EL TAMBO,2010,8,23,0,23.4,-1
EL TAMBO,2010,8,24,0,23.8,0.6
EL TAMBO,2010,8,25,0,23,-1
EL TAMBO,2010,8,26,0,20.6,0.2
EL TAMBO,2010,8,27,0,21,1.2
EL TAMBO,2010,8,28,0,20,1.8
EL TAMBO,2010,8,29,0,21.8,2.8
EL TAMBO,2010,8,30,4.5,22.4,7
EL TAMBO,2010,8,31,2.4,20.1,8
EL TAMBO,2010,9,1,1.2,18,6.8
EL TAMBO,2010,9,2,1,17,7
EL TAMBO,2010,9,3,0.4,23.2,8
EL TAMBO,2010,9,4,0,22.4,2.4
EL TAMBO,2010,9,5,0,20.6,3.2
EL TAMBO,2010,9,6,2.4,17,6.4
EL TAMBO,2010,9,7,0,21.6,6.8
EL TAMBO,2010,9,8,0,20.4,3.8
EL TAMBO,2010,9,9,0,21,2.6
EL TAMBO,2010,9,10,0,23,1.2
EL TAMBO,2010,9,11,0,22.2,1.2
EL TAMBO,2010,9,12,1.2,22.4,3
EL TAMBO,2010,9,13,0,22.8,1.8
EL TAMBO,2010,9,14,0,22,2.4
EL TAMBO,2010,9,15,0,19.8,5
EL TAMBO,2010,9,16,0,21.8,0
EL TAMBO,2010,9,17,0,21.2,-1
EL TAMBO,2010,9,18,0.8,18.6,2.4
EL TAMBO,2010,9,19,0,17.1,2.8
EL TAMBO,2010,9,20,0,21.9,0.2
EL TAMBO,2010,9,21,0,22,0.4
EL TAMBO,2010,9,22,0,22,4.8
EL TAMBO,2010,9,23,0,20.4,2.4
EL TAMBO,2010,9,24,0,20.8,4
EL TAMBO,2010,9,25,0,23.2,6.8
EL TAMBO,2010,9,26,0,21.6,3.4
EL TAMBO,2010,9,27,0,23,3.4
EL TAMBO,2010,9,28,0,25.2,2.6
EL TAMBO,2010,9,29,0,21.4,3
EL TAMBO,2010,9,30,0,20.4,2.2
EL TAMBO,2010,10,1,0,23,1.6
EL TAMBO,2010,10,2,0,23.8,1.4
EL TAMBO,2010,10,3,0,23.8,2
EL TAMBO,2010,10,4,0,22.3,0
EL TAMBO,2010,10,5,0,23.8,1.2
EL TAMBO,2010,10,6,10.3,24.6,1.2
EL TAMBO,2010,10,7,0,21.6,6.2
EL TAMBO,2010,10,8,7.1,23.8,8.2
EL TAMBO,2010,10,9,17.5,20.8,8.6
EL TAMBO,2010,10,10,0.3,17.4,5.8
EL TAMBO,2010,10,11,0.8,17.8,8.8
EL TAMBO,2010,10,12,0,19,7.8
EL TAMBO,2010,10,13,1.5,21,4.4
EL TAMBO,2010,10,14,4.8,20.8,1.4
EL TAMBO,2010,10,15,0.4,19.4,6.6
EL TAMBO,2010,10,16,3,20.2,7
EL TAMBO,2010,10,17,0,20.4,6
EL TAMBO,2010,10,18,3.2,20.6,7
EL TAMBO,2010,10,19,2.2,19,3.8
EL TAMBO,2010,10,20,2.2,19,8.6
EL TAMBO,2010,10,21,0.3,20.4,5.8
EL TAMBO,2010,10,22,4.7,22.4,4.8
EL TAMBO,2010,10,23,0,22.4,6.6
EL TAMBO,2010,10,24,0,20.5,6.6
EL TAMBO,2010,10,25,0,22,3.6
EL TAMBO,2010,10,26,0,20.6,4.8
EL TAMBO,2010,10,27,0,23.2,6
EL TAMBO,2010,10,28,0,23.8,3.6
EL TAMBO,2010,10,29,8.4,22.6,4.8
EL TAMBO,2010,10,30,2,23.6,4
EL TAMBO,2010,10,31,0,21.6,9
EL TAMBO,2010,11,1,0,21.2,7.2
EL TAMBO,2010,11,2,1,22.5,8.6
EL TAMBO,2010,11,3,0.4,25.2,3.2
EL TAMBO,2010,11,4,0,24.2,2.8
EL TAMBO,2010,11,5,0,23.4,4
EL TAMBO,2010,11,6,0,23.4,5.8
EL TAMBO,2010,11,7,0,22.6,5.8
EL TAMBO,2010,11,8,0,23.2,3.6
EL TAMBO,2010,11,9,0,20,3.4
EL TAMBO,2010,11,10,4,22.2,7.6
EL TAMBO,2010,11,11,0.2,15.4,6.8
EL TAMBO,2010,11,12,0,19.8,7.8
EL TAMBO,2010,11,13,0.8,19.8,4.8
EL TAMBO,2010,11,14,0,19.8,7.6
EL TAMBO,2010,11,15,1.4,21.8,5.2
EL TAMBO,2010,11,16,6.3,23.2,5.6
EL TAMBO,2010,11,17,0,23,4.6
EL TAMBO,2010,11,18,0.6,23.2,2.8
EL TAMBO,2010,11,19,1.2,23.6,2.4
EL TAMBO,2010,11,20,11.9,20.8,3
EL TAMBO,2010,11,21,0,22,3.4
EL TAMBO,2010,11,22,1.3,20.6,4.6
EL TAMBO,2010,11,23,0,23.2,2.8
EL TAMBO,2010,11,24,0,22.2,3.6
EL TAMBO,2010,11,25,2.7,22.6,4
EL TAMBO,2010,11,26,4.6,16.6,5.4
EL TAMBO,2010,11,27,12.7,19.8,6
EL TAMBO,2010,11,28,0.5,21.6,5.2
EL TAMBO,2010,11,29,0.2,20.6,6.6
EL TAMBO,2010,11,30,0,20.8,5.8
EL TAMBO,2010,12,1,0,19,5.6
EL TAMBO,2010,12,2,6.8,22.4,6.2
EL TAMBO,2010,12,3,6.7,16.2,6.4
EL TAMBO,2010,12,4,15,16.4,6.8
EL TAMBO,2010,12,5,0.5,17.2,7
EL TAMBO,2010,12,6,5.8,19.6,8
EL TAMBO,2010,12,7,2.7,19.4,5.2
EL TAMBO,2010,12,8,0,16.4,6.6
EL TAMBO,2010,12,9,4.2,18,7.4
EL TAMBO,2010,12,10,0.8,19.2,8.2
EL TAMBO,2010,12,11,14,19.4,8.6
EL TAMBO,2010,12,12,0.2,17.6,7.6
EL TAMBO,2010,12,13,0,17.6,5
EL TAMBO,2010,12,14,0,17.2,7.8
EL TAMBO,2010,12,15,0,22.4,4.6
EL TAMBO,2010,12,16,0,19,5.2
EL TAMBO,2010,12,17,1.8,21.8,4.8
EL TAMBO,2010,12,18,0.3,15.4,5
EL TAMBO,2010,12,19,0,19.8,3.6
EL TAMBO,2010,12,20,9.5,20.2,4.8
EL TAMBO,2010,12,21,0.7,19.4,6.8
EL TAMBO,2010,12,22,3.9,20,9.2
EL TAMBO,2010,12,23,4,17.6,7.8
EL TAMBO,2010,12,24,1.2,15.4,7.2
EL TAMBO,2010,12,25,1.5,19.2,6
EL TAMBO,2010,12,26,8.6,19.4,7.4
EL TAMBO,2010,12,27,29.1,19.2,7.4
EL TAMBO,2010,12,28,2.1,20.4,7
EL TAMBO,2010,12,29,0,16.4,7
EL TAMBO,2010,12,30,3,20.2,6.6
EL TAMBO,2010,12,31,0,21.2,7
EL TAMBO,2011,1,1,0,21.6,4.6
EL TAMBO,2011,1,2,2.4,20.2,4.2
EL TAMBO,2011,1,3,0,18.6,7.6
EL TAMBO,2011,1,4,0,17.4,7
EL TAMBO,2011,1,5,1.6,18,5
EL TAMBO,2011,1,6,5.5,17,8
EL TAMBO,2011,1,7,13.4,17,7.4
EL TAMBO,2011,1,8,3.3,16.8,6
EL TAMBO,2011,1,9,1.4,17.8,6.6
EL TAMBO,2011,1,10,0,20.2,8.2
EL TAMBO,2011,1,11,4.2,21.4,9
EL TAMBO,2011,1,12,1.2,21.6,6.2
EL TAMBO,2011,1,13,11.7,16,9.6
EL TAMBO,2011,1,14,8.9,19.6,7.6
EL TAMBO,2011,1,15,15.1,19.8,8
EL TAMBO,2011,1,16,3,15.6,9
EL TAMBO,2011,1,17,0,22.6,4
EL TAMBO,2011,1,18,1.2,22.2,6
EL TAMBO,2011,1,19,2.6,21.2,7.4
EL TAMBO,2011,1,20,0,16.2,8
EL TAMBO,2011,1,21,0,20.6,3.2
EL TAMBO,2011,1,22,14.1,19.6,6
EL TAMBO,2011,1,23,15,17.2,7
EL TAMBO,2011,1,24,10.1,18.6,7.8
EL TAMBO,2011,1,25,16.3,17.6,8
EL TAMBO,2011,1,26,10,17.6,7.2
EL TAMBO,2011,1,27,9.5,15.6,8
EL TAMBO,2011,1,28,12.6,14,8.4
EL TAMBO,2011,1,29,30,17.1,6.6
EL TAMBO,2011,1,30,2.9,16.6,5.4
EL TAMBO,2011,1,31,9.7,16.8,5.8
EL TAMBO,2011,2,1,0.6,18.6,8
EL TAMBO,2011,2,2,34,20.7,6.8
EL TAMBO,2011,2,3,0,18.6,5.2
EL TAMBO,2011,2,4,7.6,19.2,6.8
EL TAMBO,2011,2,5,9.7,19.2,8
EL TAMBO,2011,2,6,2.5,16,8.4
EL TAMBO,2011,2,7,6.1,15.2,7.8
EL TAMBO,2011,2,8,3.7,15.2,8.8
EL TAMBO,2011,2,9,19.6,21,8
EL TAMBO,2011,2,10,17,18.2,6.8
EL TAMBO,2011,2,11,6.6,16.3,7.2
EL TAMBO,2011,2,12,31,16.6,7.6
EL TAMBO,2011,2,13,1.1,19.4,6.6
EL TAMBO,2011,2,14,17.4,12,9
EL TAMBO,2011,2,15,8.7,21.4,5.4
EL TAMBO,2011,2,16,0,20.6,6.2
EL TAMBO,2011,2,17,17.3,18.2,9.4
EL TAMBO,2011,2,18,3.7,16,6
EL TAMBO,2011,2,19,2.9,20,7
EL TAMBO,2011,2,20,5.2,-99.9,1.5
EL TAMBO,2011,2,21,14.2,16.8,8.4
EL TAMBO,2011,2,22,6.4,16.6,8
EL TAMBO,2011,2,23,13.1,15.1,7.8
EL TAMBO,2011,2,24,10,17.7,8.2
EL TAMBO,2011,2,25,4,10,4
EL TAMBO,2011,2,26,1.5,19.9,8.2
EL TAMBO,2011,2,27,22,19,7.6
EL TAMBO,2011,2,28,5.1,19.7,4.8
EL TAMBO,2011,3,1,0,21.6,5.2
EL TAMBO,2011,3,2,0,21.9,6
EL TAMBO,2011,3,3,6.3,18.2,8.5
EL TAMBO,2011,3,4,2.2,17,8.3
EL TAMBO,2011,3,5,4.2,19.3,7
EL TAMBO,2011,3,6,6,17.4,8
EL TAMBO,2011,3,7,2.6,21.2,4.4
EL TAMBO,2011,3,8,0,15.8,8.2
EL TAMBO,2011,3,9,8.8,18.6,7
EL TAMBO,2011,3,10,1,19.2,6.6
EL TAMBO,2011,3,11,0,19.9,4.8
EL TAMBO,2011,3,12,3,16.8,8
EL TAMBO,2011,3,13,6.6,18.6,7.6
EL TAMBO,2011,3,14,12.2,19.8,6
EL TAMBO,2011,3,15,1.3,16.2,7.6
EL TAMBO,2011,3,16,0.7,18.4,7.8
EL TAMBO,2011,3,17,0.4,17.8,7.6
EL TAMBO,2011,3,18,0.9,18.2,6.5
EL TAMBO,2011,3,19,0,15.6,6.7
EL TAMBO,2011,3,20,2,17.2,6.8
EL TAMBO,2011,3,21,9.3,19.4,7.2
EL TAMBO,2011,3,22,0.8,18.2,7.6
EL TAMBO,2011,3,23,5.2,19.6,8.8
EL TAMBO,2011,3,24,1.5,16.8,8
EL TAMBO,2011,3,25,0,16.2,8.2
EL TAMBO,2011,3,26,6.4,20.6,7.8
EL TAMBO,2011,3,27,8.7,15,7.6
EL TAMBO,2011,3,28,0,18,7.4
EL TAMBO,2011,3,29,36.5,20,8.2
EL TAMBO,2011,3,30,3.3,17.4,6.8
EL TAMBO,2011,3,31,9.3,17.6,7.4
EL TAMBO,2011,4,1,14.1,19.8,8.8
EL TAMBO,2011,4,2,11.8,15.8,6.8
EL TAMBO,2011,4,3,5,18.8,7.8
EL TAMBO,2011,4,4,19,21,8
EL TAMBO,2011,4,5,13.5,19.8,5.6
EL TAMBO,2011,4,6,0.6,14,7.4
EL TAMBO,2011,4,7,0.3,19,6.8
EL TAMBO,2011,4,8,8.1,15,8.2
EL TAMBO,2011,4,9,0,16,6.6
EL TAMBO,2011,4,10,0,18.6,7
EL TAMBO,2011,4,11,0,21.1,2.4
EL TAMBO,2011,4,12,2.1,21.2,4.8
EL TAMBO,2011,4,13,0,20.4,3.2
EL TAMBO,2011,4,14,0.6,20,6
EL TAMBO,2011,4,15,0,16.4,4
EL TAMBO,2011,4,16,0,14.8,1.8
EL TAMBO,2011,4,17,0,20.4,3.2
EL TAMBO,2011,4,18,0,18.8,4
EL TAMBO,2011,4,19,0,19.4,4.2
EL TAMBO,2011,4,20,0,21.2,2.6
EL TAMBO,2011,4,21,0,20.1,1.2
EL TAMBO,2011,4,22,0,20.2,1.4
EL TAMBO,2011,4,23,0.4,19.6,2
EL TAMBO,2011,4,24,0,17.8,4.2
EL TAMBO,2011,4,25,0.8,18,6.2
EL TAMBO,2011,4,26,2.8,19.2,5
EL TAMBO,2011,4,27,0,18,4.6
EL TAMBO,2011,4,28,0,20.6,0.8
EL TAMBO,2011,4,29,0,22.4,1
EL TAMBO,2011,4,30,0,20,1.6
EL TAMBO,2011,5,1,2.7,21.8,3.8
EL TAMBO,2011,5,2,0,17.6,7.4
EL TAMBO,2011,5,3,0,20.6,3.6
EL TAMBO,2011,5,4,0,20,0.8
EL TAMBO,2011,5,5,0,20.6,0.2
EL TAMBO,2011,5,6,0,18.2,-1.2
EL TAMBO,2011,5,7,0,17.6,3
EL TAMBO,2011,5,8,2.4,17.6,2.2
EL TAMBO,2011,5,9,0,20.3,2.6
EL TAMBO,2011,5,10,0,19.4,5.4
EL TAMBO,2011,5,11,0,21.8,4
EL TAMBO,2011,5,12,0.8,17.4,2.2
EL TAMBO,2011,5,13,1.8,22.2,4.2
EL TAMBO,2011,5,14,0,21.8,2.6
EL TAMBO,2011,5,15,2.3,21.4,4
EL TAMBO,2011,5,16,0,21.7,4.2
EL TAMBO,2011,5,17,0,22.2,2
EL TAMBO,2011,5,18,0,22,-3.2
EL TAMBO,2011,5,19,0,22.3,1.6
EL TAMBO,2011,5,20,0,22.8,0.2
EL TAMBO,2011,5,21,0,21.4,-0.4
EL TAMBO,2011,5,22,0,21,2
EL TAMBO,2011,5,23,0,20.6,3.2
EL TAMBO,2011,5,24,0,20.2,4.2
EL TAMBO,2011,5,25,0,19.6,4.4
EL TAMBO,2011,5,26,1.5,20,2.8
EL TAMBO,2011,5,27,0,21.2,0
EL TAMBO,2011,5,28,0,20.6,0.6
EL TAMBO,2011,5,29,0,21.6,-1.8
EL TAMBO,2011,5,30,0,21,-4
EL TAMBO,2011,5,31,0,22.4,-5.4
